FOIA,NAID,RGN,"Civilian
/Miliatry",EN,CID,Stack Area,Row,Compartment,Shelf,Box,Title,Type,篩選（翻拍時間估計：箱/2hr.）,Note,,
,4671578,469,,P 378,4,250,038,002,00,4-10,"Commodities - Coal - Taiwan- Korea Coal
Series: Unclassified Central Files, 1954 - 1960
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,4671573,469,,P 378,4,250,038,002,00,4-10,"Commodities - Cement Japan- Taiwan Cement
Series: Unclassified Central Files, 1954 - 1960
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,4671572,469,,P 378,4,250,038,002,00,4-10,"Commodities - Cement Taiwan Cement Corporation
Series: Unclassified Central Files, 1954 - 1960
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,4671608,469,,P 378,8,250,038,002,00,4-10,"Commodities - Fish (Taiwan Fisheries Production Committee) -FY1955-56
Series: Unclassified Central Files, 1954 - 1960
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,4671601,469,,P 378,7,250,038,002,00,4-10,"Commodities - Fertilizer Taiwan Fertilizer Co. (1957)
Series: Unclassified Central Files, 1954 - 1960
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,4671558,469,,P 378,2,250,037,034,00,1-3,"Commodities - Alkali- Taiwan Alkali Corp. (1955-56)
Series: Unclassified Central Files, 1954 - 1960
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,,,,,,,,,,,,,,,,
1756593,,84,,"UD 3258
",,350,069,009,04-07,1-23,"Classified General Records, 1939 - 1964
Record Group 84: Records of the Foreign Service Posts of the Department of State, 1788 - ca. 1991",,"1-59箱全拍，美國大使館台灣資料1939-1964
box 1 日治時期台灣資料 (疾病、皇民化運動等)
box 2 國民政府接收時台灣現況、制度
box 6 國民政府撤台事宜
etc.",,,
,,84,,UD 3258A,,631,019,050,03-07,24-52,"Classified General Records, 1939 - 1964
Record Group 84: Records of the Foreign Service Posts of the Department of State, 1788 - ca. 1991",,,,,
,,84,,UD 3258A,,631,019,051,01,53-59,"Classified General Records, 1939 - 1964
Record Group 84: Records of the Foreign Service Posts of the Department of State, 1788 - ca. 1991",,,,,
,,,,,,,,,,,,,,,,
2827622,,469,,P 52,,250,024,008,00,,,,,,,
,2855162,469,,P 52,9,250,024,008,00,9,"Taiwan - Publications
Series: U.S. Operations Mission (USOM) Country Audit Case Files, 1948 - 1959
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,"box 9   兩個資料夾,量多
USOM 中美合作
",,,
,2855161,469,,P 52,9,250,024,008,00,9,"Taiwan Country File, 1953-1957
Series: U.S. Operations Mission (USOM) Country Audit Case Files, 1948 - 1959
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2855106,469,,P 52,,250,024,007,00,2,"Report - Preliminary Inspection FOA Mutual Security Mission to China, September 13 - 20, 1953
Series: U.S. Operations Mission (USOM) Country Audit Case Files, 1948 - 1959
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,,,,,,,,,,,,,,,,
2092757,,59,,A1 1205,,250,049,007,02,20,"Correspondence Files, 1951 - 1955
Record Group 59: General Records of the Department of State, 1763 - 2002",,"美援（農復會JCRR、經濟、MSA program)
一箱全拍","JCRR: 「中國農村復興聯合委員會」（Joint Commission on. Rural Reconstruction）

華盛頓負責對外援助事務的中央機構歷經多次改組，【1948年設立的經濟合作署（ECA）
先後改組為共同安全署（MSA，1951年）、對外業務署（FOA，1954年）、
國際合作署（ICA，1955年）、國際開發署（AID，1961年）。】

https://goo.gl/FRTgqn",,
,2523624,59,,A1 1205,20,250,049,007,02,20,"2.510.1, Petroleum (Taiwan), 1952
Series: Correspondence Files, 1951 - 1955
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2523615,59,,A1 1205,20,250,049,007,02,20,"2.550, Taiwan Industy, 1951
Series: Bureau of Far Eastern Affairs. Correspondence Files, 1951 - 1955
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2523610,59,,A1 1205,20,250,049,007,02,20,"2.500.002, Taiwan Policy Affecting Economic Aid, 1951
Series: Correspondence Files, 1951 - 1955
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,,,,,,,,,,,,,,,,
,2209169,469,,UD 1138,3,250,080,022,01,2-5,"Organizations - Bank of Taiwan
Series: Records Relating to Organizations and Individuals, 1949 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2209166,469,,UD 1138,2,250,080,022,01,2-5,"Name File - Taiwan Tobacco & Wine
Series: Records Relating to Organizations and Individuals, 1949 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2209165,469,,UD 1138,2,250,080,022,01,2-5,"Name File - Taiwan Supply Bureau
Series: Records Relating to Organizations and Individuals, 1949 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2209164,469,,UD 1138,2,250,080,022,01,2-5,"Name File - Taiwan Prov Food - 2 of 2
Series: Records Relating to Organizations and Individuals, 1949 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2209163,469,,UD 1138,2,250,080,022,01,2-5,Name File - Taiwan Prov Food - 1 of 2,,,,,
,2209162,469,,UD 1138,2,250,080,022,01,2-5,Name File - Taiwan Produc - 2 of 2,,,,,
,2209161,469,,UD 1138,1,250,080,021,07,1,"Name File - Taiwan Produc - 1 of 2
Series: Records Relating to Organizations and Individuals, 1949 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2209160,469,,UD 1138,1,250,080,021,07,1,"Name File - Taiwan Geolog Survey
Series: Records Relating to Organizations and Individuals, 1949 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",," Mission to China 使館往返書信電報
一箱全拍",,,
,,,,,,,,,,,,,,,,
1102186,,306,,A1 1039,,230,046,039,01-07,35-36,"Records Concerning Exhibits in Foreign Countries, 1955 - 1967
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,"美新聞處在台舉辦展覽紀錄
  box35 三資料夾，多照片
  box36 一資料夾 ",,,
,6204792,306,,A1 1039,36,230,046,039,01-07,35-36,"Taiwan: Paintings by Ran In-Ting
Series: Records Concerning Exhibits in Foreign Countries, 1955 - 1967
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,6204791,306,,A1 1039,35,230,046,039,01-07,35-36,"Taiwan [Folder 3/3]
Series: Records Concerning Exhibits in Foreign Countries, 1955 - 1967
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,6204790,306,,A1 1039,35,230,046,039,01-07,35-36,Taiwan [Folder 2/3],,,,,
,6204789,306,,A1 1039,35,230,046,039,01-07,35-36,Taiwan [Folder 1/3],,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Series,NAID,RGN,"Civilian
/Miliatry",EN,CID,Stack Area,Row,Compartment,Shelf,Box,Title,Type,篩選（翻拍時間估計：箱/2hr.）,Note,,
3539582,4157617,469,,P 211,4,250,028,027,00,4,"Taiwan (Disasters)
Series: Country and Subject Files Relating to Natural Disasters, 1956 - 1961
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,             ,,,
,4098130,469,,P 451,7,250,041,033,00,6-7,"Taiwan
Series: Records Pertaining to the Hardy Subcommittee Investigation of Development 
Loan Fund Operations, 1957 - 1961
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,"借貸
6 一資料夾（China資料夾裡有一份台灣鋁工廠資料)
7 一資料夾（Taiwan）",,,
,3965527,469,,P 326,2,250,035,012,00,2-6,"Taipei, Taiwan
Series: Subject Files, 1953 - 1961
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,"box 2 一資料夾，量少
（box 3-6 外國資助局依主題分類的資料，包含台灣數據，但極零散，可斟酌是否拍攝）",,,
,7062828,131,,"
UD 296",,230,037,022,02,1-2,"Tax and License Records Seized from the Bank of Taiwan, Ltd. of New York, 1943 - 1948
Record Group 131: Records of the Office of Alien Property, 1878 - 1966",,"兩箱全拍
日治時期台灣銀行稅務資料",,,
,17618457,334,M,"
UD-UP 24
",,350,902,013,03,1,"Reports, 1957 - 1959
MAAG TAIWAN
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,1957-1958美軍協防台灣，空軍,,,
,17618442,334,M,"
UD-UP 4",,390,902,032,05-06,1-2,"Publications Record Set Files, 1956 - 1956
MAAG TAIWAN
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,"美軍顧問團邀約派遣資料
兩大箱全拍，量多",FRC大箱,,
,17618441,334,M,"UD-UP 27
",,150,044,024,00,1-2,"Subject Files, 1957 - 1959
MAAG TAIWAN
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,"美軍顧問團（MAAG）資料
兩大箱全拍（量多）","FRC大箱
參考資料：
http://ppt.cc/n2CTx
http://blog.xuite.net/hoonting/twblog/160088305-MAAG",,
,17618438,334,M,"UD-UP 28
",,150,044,022,00—,1-2,"Subject Files, 1955 - 1956
MAAG TAIWAN
Record Group 334: Records of Interservice Agencies, 1916 - 1999",,"美軍顧問團（MAAG）資料
兩大箱全拍（量多）",FRC大箱,,
,5450110,306,,P 79,22,131,016,020,03-06,1-22,"Taiwan
Series: Information Center Service. English Teaching Division. Country Files, 1955 - 1965
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,"Box 22
Taiwan (僅一個資料夾）
美國大使館英語學習設備收據",,,
,3287710,469,,UD 656,3,250,077,026,01-02,3,"Taiwan
Series: Country Program Evaluation Reports and Related Records, 1956 - 1961
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,"box 3  一資料夾,量少",,,
,2529962,59,,A1 1357,90,250,049,021,05—,85-91,"Taiwan
Series: Special War Problems Division, Subject Files, 1939 - 1955
Record Group 59: General Records of the Department of State, 1763 - 2002",,"二戰時期日本戰俘營資料

85 一資料夾 (China 1947-1948)
90 一資料夾（Taiwan 台灣戰俘營)
91 四資料夾（Americans in China）
     一資料夾（Americans in Far East）","參考資料：http://ppt.cc/BgRgc
                  https://kknews.cc/history/k9qj9r.html",,
,2519760,59,,A1 1263B,1,250,062,007,01-04,1-4,"Taiwan
Series: Office Files of John O. Bell, 1957 - 1961
Record Group 59: General Records of the Department of State, 1763 - 2002",,"美協防台灣經濟策略
box 1 一資料夾，量少
box3  兩資料夾，量少
          (FINAL ACTIONS，Far East tag）
          (FY 1960 Milatary Assistance program)
box4 一資料夾，（ ICA FY 1961- program proposals，China tag）",資料分散，拍攝時可再次確認,,
,2508538,59,,A1 1395,1,250,049,028,02,1,"China (Taiwan)
Series: East Asian Country Files, 1953 - ca. 1956
Record Group 59: General Records of the Department of State, 1763 - 2002",,"box1 兩資料夾，量多
軍事",,,
,2507009,59,,A1 5489,10,150,073,002,06-07,"5,10","Taiwan
Series: Senior Interdepartmental Group Files, 1966 - 1972
Record Group 59: General Records of the Department of State, 1763 - 2002",,"高級部際委員會
box 5 一資料夾，量少（overseas bases study 後越戰時期世界研究計畫書，包含台北）
box 10 ㄧ資料夾，量極少
",,,
,1752294,469,,UD 302,34,250,074,023,03-04,34,"Taiwan 
Series: Subject Files, 1949 - 1953
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,"台北美國大使館人事變動
box 34 一資料夾",,,
,1696801,84,,UD 2308,7,350,053,007,01-03,1-9,"Taiwan
Series: Subject Files of Richard E. Kleinhan, 1946 - 1948
Record Group 84: Records of the Foreign Service Posts of the Department of State, 1788 - ca. 1991",,"戰後美國援助國民政府資料，美國上海領事館
1-9箱全拍",,,
,1696454,469,,UD 181,26,250,083,009,03-07,1、26、7-8、30,"Taiwan
Series: Geographic Files, 1948 - 1961
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,"1948-1949  美援國民政府資料
box1三資料夾，量多

美援台灣
box7兩資料夾
box8兩資料夾（其中一個在Far east的 Formosa tag下，量少）
box 26 一資料夾

1961 中美相互協防計畫
box 30 一資料夾",,,
,5685045,306,,A1 1045,9,230,047,019,01,9,"Taiwan
Series: Inspection Reports and Related Records, 1954 - 1962
Record Group 306: Records of the U.S. Information Agency, 1900 - 2003",,,,,
,22360795,260,M,A1 2303,275,390,055,025,05-06,275,"Taiwan
Series: Reports, Correspondence, and Other Records Relating to Agriculture, 1953 - 1970
Record Group 260: Records of U.S. Occupation Headquarters, World War II, 1923 - 1972",,"一資料夾
台灣農業技術人員協助琉球資料",,,
,23889206,27,,UD 158,108,130,016,008,01,108,"Second World War Intelligence Reports, 10/1943 - 10/11/1944
Record Group 27: Records of the Weather Bureau, 1735 - 1989",,,"HMS Record Entry ID:  65123
Declassification Project Number: NND 812034",,
,7064424,131,,UD 300,1,230,901,020,04,1,"Blueprints Seized from Okura and Company, Ltd. of New York, 1943 - 1948
Record Group 131: Records of the Office of Alien Property, 1878 - 1966",,,,,
,632002,84,,UD 3257B,1,350,069,009,04,1,"United States Diplomatic Records for China, 2/2/1959 - 4/26/1977
Record Group 84: Records of the Foreign Service Posts of the Department of State, 1788 - ca. 1991",,外交，一箱全拍,,,
,1756596,84,,UD 3259,1-3,350,069,010,01,1-3,"Top Secret General Records, 1949 - 1958
Record Group 84: Records of the Foreign Service Posts of the Department of State, 1788 - ca. 1991",,,,,
,1756836,84,,UD 3260,1,350,069,009,04,1,"Subject Files, 1941 - 1941
Record Group 84: Records of the Foreign Service Posts of the Department of State, 1788 - ca. 1991",,,,,
,1756875,84,,UD 3261,1-5,350,069,010,01-02,1-5,"Telegrams Sent and Received, 1949 - 1949
Record Group 84: Records of the Foreign Service Posts of the Department of State, 1788 - ca. 1991",,,,,
,1756902,84,,UD 3262,1,350,069,010,02,1,"Top Secret Telegrams, 1949 - 1949
Record Group 84: Records of the Foreign Service Posts of the Department of State, 1788 - ca. 1991",,,,,
,1756903,84,,UD 3262A,1,350,069,010,02,1,"General Name Files Relating to Grantees, 1958 - 1961
Record Group 84: Records of the Foreign Service Posts of the Department of State, 1788 - ca. 1991",,,,,
,1756904,84,,UD 3262B,1,350,069,010,02,1,"Subject Files, 1960 - 1961
Record Group 84: Records of the Foreign Service Posts of the Department of State, 1788 - ca. 1991",,,,,
,2125316,84,,UD 3262C,,631,018,027,01,1-3,"Classified Subject Files, 1958 - 1961
Record Group 84: Records of the Foreign Service Posts of the Department of State, 1788 - ca. 1991",,,,,
,1756906,84,,UD 3263,1,350,901,010,06,1,"Register of Passport Services, 1941 - 1947
Record Group 84: Records of the Foreign Service Posts of the Department of State, 1788 - ca. 1991",,,,,
,1756905,84,,UD 3264,,350,901,010,06,1,"Record Books, 1925 - 1947
Record Group 84: Records of the Foreign Service Posts of the Department of State, 1788 - ca. 1991",,,,,
Series,NAID,RGN,"Civilian
/Miliatry",EN,CID,Stack Area,Row,Compartment,Shelf,Box,Title,Type,篩選（翻拍時間估計：箱/2hr.）,Note,,
,2841105,469,,P 165,4,250,041,026,00,4,"Taiwan (Taipei) 1961
Series: Country Files of Ruth W. Lancetti, 1960 - 1961
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,"農業教育
一資料夾，量少",,,
,2840503,469,,P 167,4,250,041,026,00,4,"Taiwan (Taipei) 1957
Series: Country Files of Helen B. Lortz, 1956 - 1957
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,"農業合作備忘錄
一資料夾，量少",,,
,2636661,59,,A1 5311,2,150,069,033,01,2,"Taiwan [Lot 68D202]
Series: Bureau of Far Eastern Affairs. Subject Files, 1964 - 1966
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2593311,59,,A1 1618,6,250,063,026,01,6,"INCO - TEXTILES, Taiwan
Series: Records Relating to Cotton, Wool, and Textiles, 1957 - 1963
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,7555854,260,M,A1 2253,330,390,055,015,05-07,319-334,"Bananas (Import) re incident at Taiwan Trade Center
Series: General Records, 1953 - 1972
Record Group 260: Records of U.S. Occupation Headquarters, World War II, 1923 - 1972",,,,,
,7555834,260,M,A1 2253,328,390,055,015,05-07,319-334,"Taiwan Tax Information
Series: General Records, 1953 - 1972
Record Group 260: Records of U.S. Occupation Headquarters, World War II, 1923 - 1972",,,,,
,6877841,341,M,A1 1007,10,190,903,016,01-05,1-33,"Air Attaches: Taiwan
Series: Intelligence Correspondence, 1955 - 1955
Record Group 341: Records of Headquarters U.S. Air Force (Air Staff), 1934 - 2004",,,,,
6948693,7066482,220,,A1 41325 C,1,650,034,012,02-03,1-3,"Taiwan Broadcasting
Series: General Records, 1992 - 1992
Record Group 220: Records of Temporary Committees, Commissions, and Boards, 1893 - 2008",,,,,
,438378,331,M,UD1731,6418 (1),290,019,001,02-04,"6415-
6422","Taiwan
Series: Subject File, 1947 - 1952
Record Group 331: Records of Allied Operational and Occupation Headquarters, World War II, 1907 - 1966",,,,,
,4683205,165,M,NM84 172,333,390,035,005,05-06,326-335,"Prisoner of War: Taiwan (Formosa)
Series: Records Relating to Psychological Warfare and Propaganda Activities in Overseas Theaters, 1939 - 1945
Record Group 165: Records of the War Department General and Special Staffs, 1860 - 1952",,,,,
,4158912,469,,P 177,5,250,026,033,00,5,"Taiwan- Coal Projects (BM&SP)
Series: Program and Project Files, 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,box 5 兩資料夾，福爾摩沙計畫，資助煤礦業,,,
,4158911,469,,P 177,5,250,026,033,00,5,"FORMOSA Projects General (BM&SP) (Taiwan) Title III
Series: Program and Project Files, 1950 - 1954
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,4131897,469,,P 161A,21,250,041,015,00,18-21,"Taiwan - Shihmen Dam, 1955
Series: Internatinal Cooperation Administration. Office of Food and Agriculture.
Country Files, 1951 - 1960
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,3996700,59,,A1 5421,9,150,073,008,04-07,1-22,"16-A.3 Taiwan Straits
Series: Subject Files, 1957 - 1974
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,3996502,59,,A1 5421,3,150,073,008,04-07,1-22,"16 Nationalist China (Taiwan) - Aust. Desk File
Series: Subject Files, 1957 - 1974
Record Group 59: General Records of the Department of State, 1763 - 2002",,,,,
,2813719,469,,P 28,19,250,064,009,01-04,1-22,"Taiwan Investment Center Work Folder
Series: Subject Files of James M. Silberman, 1959 - 1960
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2768046,469,,UD 1435,38,250,903,002,05-06,34-38,"JCRR (Taiwan/China) - 1969
Series: Operations Mission to Vietnam. Agriculture and Natural Resources Division.
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
,2768025,469,,UD 1435,36,250,903,002,05-06,34-38,"Agriculture JCRR (Taiwan) - 1959
Series: Operations Mission to Vietnam. Agriculture and Natural Resources Division.
Record Group 469: Records of U.S. Foreign Assistance Agencies, 1942 - 1963",,,,,
